facility_name,street1,city,postal_code,country,latitude,longitude,phone
CVS/pharmacy,3311 NORTH PULASKI ROAD,CHICAGO,60641,,,,
Walgreens,5158 N LINCOLN AVE,CHICAGO,60625,,,,
CVS/pharmacy,520 SOUTH  STATE STREET,CHICAGO,60605,,,,
Walgreens,3943 W 47TH ST,Chicago,60632,,,,
Jewel-Osco 3721,6107 S. Archer Ave.,Chicago,60638,,,,
CVS/pharmacy,3637 NORTH SOUTHPORT AVENUE,Chicago,60613,,,,
28th Ward Office,2602 W. 16th St.,Chicago,60608,,,,
29th Ward Office,5755 W DIVISION ST,CHICAGO,60651,,,,
Walgreens,4385 S ARCHER AVE,CHICAGO,60632,,,,
Walgreens,7045 S PULASKI RD,CHICAGO,60629,,,,
Jewel-Osco 3344,1220 S. Ashland Ave.,Chicago,60608,,,,
CVS/pharmacy,205 NORTH COLUMBUS DRIVE,Chicago,60601,,,,
Walgreens,7544 S STONY ISLAND AVE,CHICAGO,60649,,,,
CVS/pharmacy,1620 WEST 59TH STREET,Chicago,60621,,,,
Jewel-Osco 3455,4355 North Sheridan,Chicago,60613,,,,
Walgreens,3153 W IRVING PARK RD,CHICAGO,60618,,,,
Above and Beyond Family Center,2942 W. Lake St.,Chicago,60612,,,,
CVS/pharmacy,2418 WEST DIVISION STREET,Chicago,60622,,,,
Walgreens,1601 N WELLS ST,CHICAGO,60614,,,,
Roseland Community WIC,11255 S. Michigan Ave.,Chicago,60628,,,,
CVS/pharmacy,845 WEST WILSON AVENUE,CHICAGO,60640,,,,
22nd Ward - Vittum Park,5010 W. 50th St.,Chicago,60638,,,,
CVS/pharmacy,2828 N. CLARK STREET,Chicago,60657,,,,
Walgreens,347 E 95TH ST,CHICAGO,60619,,,,
27th Ward Office,4 N. Western Ave.,Chicago,60612,,,,
Walgreens,7410 N CLARK ST,Chicago,60626,,,,
Jewel-Osco 3224,6426 West Irving Park Rd,Chicago,60634,,,,
21st Ward-Woodson Library,9525 S. Halsted St.,Chicago,60628,,,,
Walgreens,1633 W 95TH ST,CHICAGO,60643,,,,
Roseland Community WIC,11255 S MICHIGAN AVE,CHICAGO,60628,,,,
CVS/pharmacy,1930 WEST 103RD STREET,CHICAGO,60643,,,,
Walgreens,11801 S AVENUE O,CHICAGO,60617,,,,
19th Ward Office,10402 S. Western Ave.,Chicago,60643,,,,
Walgreens,2835 N SHEFFIELD AVE STE 505,CHICAGO,60657,,,,
Trinity United Church of Christ,400 W. 95th St.,Chicago,60628,,,,
Walgreens,6016 W 63RD ST,CHICAGO,60638,,,,
Walgreens,1546 N CENTRAL AVE,Chicago,60651,,,,
CVS/pharmacy,2545 MARTIN LUTHER KING,Chicago,60606,,,,
Walgreens,2 E ROOSEVELT RD,Chicago,60605,,,,
39th Ward Office,4404 W LAWRENCE AVE,CHICAGO,60630,,,,
CVS/pharmacy,2825 WEST DEVON AVENUE,Chicago,60659,,,,
CVS/pharmacy,205 N. MICHIGAN AVENUE,Chicago,60601,,,,
CVS/pharmacy,1550 NORTH KOSTNER AVENUE,CHICAGO,60639,,,,
CVS/pharmacy,130 SOUTH CANAL STREET,Chicago,60606,,,,
Walgreens,1649 W BELMONT AVE,Chicago,60657,,,,
Walgreens,5036 S COTTAGE GROVE AVE,CHICAGO,60615,,,,
Walgreens,4748 W NORTH AVE,CHICAGO,60639,,,,
36th Ward-Hiawatha Park,8029 W FOREST PRESERVE AVE,CHICAGO,60634,,,,
Walgreens,680 N LAKE SHORE DR,Chicago,60611,,,,
Wright College-Family Flu Day,4300 N. Narragansett Ave.,Chicago,60634,,,,
CVS/pharmacy,1620 WEST 59TH STREET,Chicago,60621,,,,
Jewel-Osco 3442,4032 W Foster,Chicago,60630,,,,
MinuteClinic Inside CVS/pharmacy Store # 08698,1165 NORTH CLARK STREET,CHICAGO,60610,,,,
Walgreens,5935 W ADDISON ST,CHICAGO,60634,,,,
Walgreens,2001 N MILWAUKEE AVE,CHICAGO,60647,,,,
Walgreens,4801 N LINCOLN AVE,CHICAGO,60625,,,,
CVS/pharmacy,1165 N CLARK,CHICAGO,60610,,,,
CVS/pharmacy,8444 SOUTH PULASKI ROAD,CHICAGO,60652,,,,
Walgreens,1001 W BELMONT AVE,CHICAGO,60657,,,,
CVS/pharmacy,3033 NORTH BROADWAY STREET,Chicago,60657,,,,
CVS/pharmacy,3951 W 103RD ST,Chicago,60655,,,,
Arturo Velasquez Institute-Family Flu Day,2800 S. Western Ave.,Chicago,60608,,,,
Walgreens,4720 N MARINE DR,Chicago,60640,,,,
Walgreens,11 E 75TH ST,CHICAGO,60619,,,,
CVS/pharmacy,400 WEST MADISON STREET,CHICAGO,60606,,,,
Walgreens,300 N MICHIGAN AVE,CHICAGO,60601,,,,
27th Ward Office,4 N WESTERN AVE UNIT 1C,CHICAGO,60612,,,,
CVS/pharmacy,6355 WEST BELMONT,Chicago,60634,,,,
St. Michael the Archangel Parish Social Center,1936 W. 48th St.,Chicago,60609,,,,
Jewel-Osco 3470,3572 North Elston,Chicago,60618,,,,
Nigerian Islamic Association,932 W. Sheridan Rd.,Chicago,60613,,,,
CVS/pharmacy,4800 NORTH DAMEN AVENUE,Chicago,60625,,,,
Walgreens,1500 W WILSON AVE,Chicago,60640,,,,
Walgreens,4343 N CENTRAL AVE,CHICAGO,60634,,,,
30th Ward-Kilbourn Park,3501 N. Kilbourn Ave.,Chicago,60641,,,,
Walgreens,2817 N CLARK ST,CHICAGO,60657,,,,
Walgreens,342 E ILLINOIS ST,CHICAGO,60611,,,,
Walgreens,1633 W 95TH ST,Chicago,60643,,,,
Walgreens,3798 S WESTERN AVE,Chicago,60609,,,,
CVS/pharmacy,4540 NORTH PULASKI ROAD,Chicago,60630,,,,
Walgreens,1554 E 55TH ST,CHICAGO,60615,,,,
CVS/pharmacy,1930 WEST 103RD STREET,CHICAGO,60643,,,,
CVS/pharmacy,8639 SOUTH CICERO AVENUE,Chicago,60652,,,,
Walgreens,3245 N HALSTED ST,Chicago,60657,,,,
Walgreens,1650 W CHICAGO AVE,CHICAGO,60622,,,,
Walgreens,1926 W 35TH ST,CHICAGO,60609,,,,
Walgreens,2835 N SHEFFIELD AVE STE 505,Chicago,60657,,,,
Walgreens,5753 N CANFIELD AVE,CHICAGO,60631,,,,
26th Ward-Mozart Park Fieldhouse,2036 N. Avers,Chicago,60647,,,,
CVS/pharmacy,130 SOUTH CANAL STREET,CHICAGO,60606,,,,
Walgreens,2 North State St,CHICAGO,60601,,,,
CVS/pharmacy,3156 WEST 103RD STREET,CHICAGO,60655,,,,
Walgreens,2317 N CLARK ST,CHICAGO,60614,,,,
Walgreens,5753 N CANFIELD AVE,CHICAGO,60631,,,,
CVS/pharmacy,3951 WEST 103RD STREET,CHICAGO,60655,,,,
CVS/pharmacy,1620 WEST 59TH STREET,Chicago,60621,,,,
Walgreens,1533 E 67TH ST,CHICAGO,60637,,,,
Walgreens,5222 W MADISON ST,CHICAGO,60644,,,,
30th Ward-Kilbourn Park,3501 N. Kilbourn Ave.,Chicago,60641,,,,
Walgreens,757 N MICHIGAN AVE,CHICAGO,60611,,,,
CVS/pharmacy,205 NORTH COLUMBUS DRIVE,CHICAGO,60601,,,,
Walgreens,3019 W PETERSON AVE,CHICAGO,60659,,,,
Walgreens,4700 S HALSTED ST,CHICAGO,60609,,,,
50th Ward-Croatian Cultural Center,2845 W. Devon Ave.,Chicago,60659,,,,
Walgreens,3401 W ROOSEVELT RD,CHICAGO,60624,,,,
Walgreens,342 E ILLINOIS ST,CHICAGO,60611,,,,
32nd Ward Office,2657 N. Clybourn Ave.,Chicago,60614,,,,
Walgreens,2011 E 95TH ST,CHICAGO,60617,,,,
Walgreens,1616 E 87TH ST,CHICAGO,60617,,,,
CVS/pharmacy,2815 NORTH WESTERN AVENUE,Chicago,60618,,,,
Masjid Al Farooq,8950 S. Stony Island Ave.,Chicago,60617,,,,
CVS/pharmacy,3101 NORTH CLARK STREET,CHICAGO,60657,,,,
Walgreens,5440 N CLARK ST,Chicago,60640,,,,
CVS/pharmacy,7858 SOUTH HALSTED STREET,CHICAGO,60620,,,,
Walgreens,1627 N PULASKI RD,CHICAGO,60639,,,,
Walgreens,151 N STATE ST,Chicago,60601,,,,
Kmart Pharmacy,4201 N. HARLEM AVENUE,NORRIDGE,60706,,,,
Walgreens,7544 S STONY ISLAND AVE,CHICAGO,60649,,,,
Walgreens,6121 N. BROADWAY,CHICAGO,60660,,,,
CVS/pharmacy,344 W HUBBARD ST,Chicago,60654,,,,
CVS/pharmacy,2815 NORTH WESTERN AVENUE,CHICAGO,60618,,,,
CVS/pharmacy,3637 NORTH SOUTHPORT AVENUE,CHICAGO,60613,,,,
Walgreens,5600 W FULLERTON AVE,CHICAGO,60639,,,,
Chicago Police Department - 11th District,3153 W. Harrison St.,Chicago,60612,,,,
CVS/pharmacy,344 W HUBBARD ST,CHICAGO,60654,,,,
Jewel-Osco 3477,4734 North Pueblo,Chicago,60656,,,,
Walgreens,79 W MONROE ST,CHICAGO,60603,,,,
38th Ward Office,3821 N. Harlem Ave.,Chicago,60634,,,,
Walgreens,3046 N HALSTED ST,CHICAGO,60657,,,,
Walgreens,8628 S COTTAGE GROVE AVE,Chicago,60619,,,,
Walgreens,5753 N CANFIELD AVE,Chicago,60631,,,,
CVS/pharmacy,4777 NORTH MILWAUKEE AVENUE,Chicago,60630,,,,
CVS/pharmacy,1228 EAST 53RD STREET,CHICAGO,60637,,,,
CVS/pharmacy,6315 SOUTH PULASKI ROAD,CHICAGO,60629,,,,
Cherubim & Seraphim Church (South),10747 S. Halsted St.,Chicago,60628,,,,
Walgreens,1333 W BELMONT AVE,Chicago,60657,,,,
38th Ward-Portage Park Senior Center,4100 N LONG AVE,CHICAGO,60641,,,,
Walgreens,4748 W NORTH AVE,CHICAGO,60639,,,,
CVS/pharmacy,2828 N. CLARK STREET,CHICAGO,60657,,,,
8th Ward Office,8539 S. Cottage Grove Ave.,Chicago,60619,,,,
Jewel-Osco 3501,3400 N. Western Ave,Chicago,60618,,,,
42nd Ward-FUMC Chicago Temple,77 W. Washington,Chicago,60602,,,,
Chicago Police Department - 5th District,727 E. 111th St.,Chicago,60628,,,,
Walgreens,3153 W IRVING PARK RD,CHICAGO,60618,,,,
Walgreens,7652 W TOUHY AVE,CHICAGO,60631,,,,
Walgreens,10300 S MICHIGAN AVE,CHICAGO,60628,,,,
Roseland Community WIC,11255 S MICHIGAN AVE,Chicago,60628,,,,
CVS/pharmacy,3101 NORTH CLARK STREET,CHICAGO,60657,,,,
7th Ward Office,2249 E 95th St.,Chicago,60617,,,,
Walgreens,1627 N PULASKI RD,Chicago,60639,,,,
Jewel-Osco 2508,1763 W Howard St,Chicago,60626,,,,
St Michael the Archangel Parish,1936 W. 48th St.,Chicago,60609,,,,
Jewel-Osco 3514,3531 North Broadway,Chicago,60657,,,,
Walgreens,5440 N CLARK ST,CHICAGO,60640,,,,
48th Ward Office,5533 N. Broadway St.,Chicago,60640,,,,
40th Ward Office,5850 N LINCOLN AVE,CHICAGO,60659,,,,
CVS/pharmacy,2815 NORTH WESTERN AVENUE,Chicago,60618,,,,
MinuteClinic Inside CVS/pharmacy Store # 08747,6150 NORTH BROADWAY,CHICAGO,60660,,,,
Walgreens,11801 S AVENUE O,Chicago,60617,,,,
Walgreens,1520 W FULLERTON AVE,CHICAGO,60614,,,,
Jewel-Osco 3170,5324 South Pulaski,Chicago,60632,,,,
Walgreens,1001 W BELMONT AVE,CHICAGO,60657,,,,
Walgreens,3401 W ROOSEVELT RD,CHICAGO,60624,,,,
CVS/pharmacy,641 WEST 63RD STREET,Chicago,60652,,,,
CVS/pharmacy,4800 NORTH DAMEN AVENUE,Chicago,60625,,,,
CVS/pharmacy,121 WEST KINZIE STREET,Chicago,60610,,,,
Englewood Neighborhood Health Center,641 W 63RD ST,Chicago,60621,,,,
15th Ward Office,6412 S. Ashland Ave.,Chicago,60636,,,,
CVS/pharmacy,4777 NORTH MILWAUKEE AVENUE,Chicago,60630,,,,
Uptown WIC,845 W. Wilson Ave.,Chicago,60640,,,,
Walgreens,6460 W FULLERTON AVE,CHICAGO,60707,,,,
5th Ward Office,2325 E. 71st St.,Chicago,60649,,,,
Walgreens,5158 N LINCOLN AVE,CHICAGO,60625,,,,
Jewel-Osco 3441,2940 North Ashland Ave,Chicago,60657,,,,
CVS/pharmacy,3101 NORTH CLARK STREET,Chicago,60657,,,,
Englewood Neighborhood Health Center,641 W. 63rd St.,Chicago,60621,,,,
St. Pius V Parish,1919 S. Ashland Ave.,Chicago,60608,,,,
Walgreens,3045 W 26TH ST,CHICAGO,60623,,,,
Greater Lawn WIC,4150 W. 55th St.,Chicago,60632,,,,
CVS/pharmacy,3951 W 103RD ST,CHICAGO,60655,,,,
Lower West WIC,1713 S. Ashland Ave.,Chicago,60608,,,,
Walgreens,2835 N SHEFFIELD AVE STE 505,Chicago,60657,,,,
Walgreens,3000 S HALSTED ST,CHICAGO,60608,,,,
3rd Ward Office,5046 S. State St.,Chicago,60609,,,,
Walgreens,1200 N DEARBORN ST,Chicago,60610,,,,
CVS/pharmacy,3146 WEST MADISON,Chicago,60612,,,,
Chicago Police Department - 2nd District,5101 S. Wentworth Ave.,Chicago,60609,,,,
Walgreens,6330 S KING DR,Chicago,60637,,,,
CVS/pharmacy,8444 SOUTH PULASKI ROAD,Chicago,60652,,,,
45th Ward Office,4754 N MILWAUKEE AVE,CHICAGO,60630,,,,
13th Ward-West Lawn Park,4233 W. 65th St.,Chicago,60629,,,,
CVS/pharmacy,2053 NORTH MILWAUKEE AVENUE,Chicago,60647,,,,
Walgreens,3358 N WESTERN AVE,CHICAGO,60618,,,,
Walgreens,5440 N CLARK ST,Chicago,60640,,,,
Walgreens,8636 S ASHLAND AVE,CHICAGO,60620,,,,
Jewel-Osco 3345,1224 S. Wabash,Chicago,60605,,,,
Walgreens,4025 N SHERIDAN RD,CHICAGO,60613,,,,
Walgreens,11833 S WESTERN AVE,CHICAGO,60643,,,,
CVS/pharmacy,400 WEST MADISON STREET,CHICAGO,60606,,,,
Walgreens,3424 W BELMONT AVE,CHICAGO,60618,,,,
Walgreens,1200 N DEARBORN ST,CHICAGO,60610,,,,
CVS/pharmacy,120 SOUTH LASALLE STREET,CHICAGO,60603,,,,
Walgreens,1372 N MILWAUKEE AVE,Chicago,60622,,,,
CVS/pharmacy,2414 NORTH LINCOLN AVENUE,CHICAGO,60614,,,,
CVS/pharmacy,205 N. MICHIGAN AVENUE,Chicago,60601,,,,
Walgreens,4343 N CENTRAL AVE,Chicago,60634,,,,
25th Ward-Ruby Lozano Library,1805 S. Loomis Ave.,Chicago,60608,,,,
6th Ward Office,8001 S M L King Drive,Chicago,60619,,,,
Chicago Police Department - HQ,3510 S MICHIGAN AVE,CHICAGO,60653,,,,
CVS/pharmacy,1228 EAST 53RD STREET,CHICAGO,60637,,,,
Walgreens,4343 N KEDZIE AVE,CHICAGO,60618,,,,
49th Ward Office,7356 N. Greenview Ave.,Chicago,60626,,,,
Walgreens,3646 N BROADWAY ST,Chicago,60613,,,,
Walgreens,3201 N BROADWAY ST,Chicago,60657,,,,
42nd Ward-FUMC Chicago Temple,77 W. Washington St.,Chicago,60602,,,,
South-East Asia Center,5120 N. Broadway St.,Chicago,60640,,,,
CVS/pharmacy,2828 N CLARK ST,Chicago,60657,,,,
Walgreens,4005 W 26TH ST,Chicago,60623,,,,
CVS/pharmacy,3951 W 103RD ST,Chicago,60655,,,,
Walgreens,2440 W NORTH AVE,CHICAGO,60647,,,,
CVS/pharmacy,771 NORTH OGDEN AVENUE,CHICAGO,60622,,,,
Jewel-Osco 2506,424 W Division St,Chicago,60610,,,,
Walgreens,8628 S COTTAGE GROVE AVE,Chicago,60619,,,,
Walgreens,4225 W ARMITAGE AVE,CHICAGO,60639,,,,
Walgreens,3611 E 106TH ST,Chicago,60617,,,,
Walgreens,2351 E 71st,Chicago,60649,,,,
Chicago Police Department-25th District,5555 W. Grand Ave.,Chicago,60639,,,,
Walgreens,2345 W 103RD ST,CHICAGO,60643,,,,
Chicago Police Department-11th District,3151 W. Harrison St.,Chicago,60612,,,,
Walgreens,501 W ROOSEVELT RD,CHICAGO,60607,,,,
Walgreens,7510 N WESTERN AVE,CHICAGO,60645,,,,
Walgreens,4000 W 59TH ST,Chicago,60629,,,,
Jewel-Osco 3302,3644 South Archer Ave,Chicago,60609,,,,
47th Ward-Sulzer Library,4455 N. Lincoln Ave.,Chicago,60625,,,,
4th Ward-Prince Hall Grand Lodge,809 E. 42nd Place,Chicago,60653,,,,
Daley College-Family Flu Day,7500 S. Pulaski Rd.,Chicago,60652,,,,
Walgreens,1520 W FULLERTON AVE,Chicago,60614,,,,
Jewel-Osco 3181,101 West 87th St,Chicago,60620,,,,
Walgreens,6460 W FULLERTON AVE,CHICAGO,60707,,,,
2nd Ward,1402 N. Ashland Ave.,Chicago,60622,,,,
CVS/pharmacy,4540 NORTH PULASKI ROAD,CHICAGO,60630,,,,
CVS/pharmacy,745 WEST 103 ROAD STREET,CHICAGO,60628,,,,
CVS/pharmacy,3940 WEST FULLERTON AVENUE,Chicago,60647,,,,
44th Ward-Britton Senior Building,501 W SURF ST,CHICAGO,60657,,,,
Walgreens,7652 W TOUHY AVE,CHICAGO,60631,,,,
Walgreens,3222 N MILWAUKEE AVE,CHICAGO,60618,,,,
20th Ward Office,5707 S. Wentworth Ave.,Chicago,60621,,,,
Jewel-Osco 3470,3572 North Elston,Chicago,60618,,,,
Walgreens,4385 S ARCHER AVE,Chicago,60632,,,,
CVS/pharmacy,7858 SOUTH HALSTED STREET,Chicago,60620,,,,
Walgreens,2317 N CLARK ST,CHICAGO,60614,,,,
Walgreens,1320 E 47TH ST,CHICAGO,60653,,,,
Walgreens,2011 E 95TH ST,CHICAGO,60617,,,,
14th Ward-Polish Highlanders,4808 S. Archer Ave.,Chicago,60632,,,,
CVS/pharmacy,3951 WEST 103RD STREET,CHICAGO,60655,,,,
Walgreens,3000 S HALSTED ST,Chicago,60608,,,,
50th Ward,2949 W. Devon,Chicago,60659,,,,
Walgreens,151 N STATE ST,CHICAGO,60601,,,,
CVS/pharmacy,4800 NORTH DAMEN AVENUE,Chicago,60625,,,,
43rd Ward-DePaul Student Center,2250 N. Sheffield Ave.,Chicago,60614,,,,
20th Ward Office,6357 S COTTAGE GROVE AVE,CHICAGO,60637,,,,
CVS/pharmacy,3146 WEST MADISON,CHICAGO,60612,,,,
CVS/pharmacy,6355 WEST BELMONT,CHICAGO,60634,,,,
Walgreens,3358 N WESTERN AVE,Chicago,60618,,,,
22nd Ward-El Valor Children & Family Center,2434 S. Kildare Ave.,Chicago,60623,,,,
Walgreens,3405 S KING DR,CHICAGO,60616,,,,
Walgreens,5935 W ADDISON ST,Chicago,60634,,,,
Walgreens,6460 W FULLERTON AVE,CHICAGO,60707,,,,
Walgreens,200 W ADAMS ST,CHICAGO,60606,,,,
Walgreens,2001 N MILWAUKEE AVE,Chicago,60647,,,,
CVS/pharmacy,3033 NORTH BROADWAY STREET,Chicago,60657,,,,
Walgreens,11040 S MICHIGAN AVE,CHICAGO,60628,,,,
Walgreens,2015 E 79TH ST,CHICAGO,60649,,,,
Chicago Police Department - 11th District,3151 W. Harrison St.,Chicago,60612,,,,
CVS/pharmacy,2828 N. CLARK STREET,CHICAGO,60657,,,,
CVS/pharmacy,121 WEST KINZIE STREET,Chicago,60610,,,,
CVS/pharmacy,2825 WEST DEVON AVENUE,Chicago,60659,,,,
38th Ward Office,3821 N. Harlem Ave.,Chicago,60634,,,,
Walgreens,4000 W 59TH ST,CHICAGO,60629,,,,
Walgreens,757 N MICHIGAN AVE,CHICAGO,60611,,,,
Villa Guadalupe Senior Service Inc.,3201 E 91ST ST,CHICAGO,60617,,,,
11th Ward - Taylor Lauridsen Park,704 W. 42nd St.,Chicago,60609,,,,
Chicago Police Department - HQ,3510 S. Michigan Ave.,Chicago,60653,,,,
47th Ward-Sulzer Library,4455 N LINCOLN AVE,CHICAGO,60625,,,,
Walgreens,650 W 63RD ST,Chicago,60621,,,,
Walgreens,4343 N CENTRAL AVE,CHICAGO,60634,,,,
Walgreens,4000 W 59TH ST,CHICAGO,60629,,,,
CVS/pharmacy,1550 NORTH KOSTNER AVENUE,CHICAGO,60639,,,,
Walgreens,1633 W 95TH ST,CHICAGO,60643,,,,
4th Ward-Prince Hall Grand Lodge,809 E. 42nd Place,Chicago,60653,,,,
Walgreens,4040 N CICERO AVE,CHICAGO,60641,,,,
11th Ward-McGuane Park,2901 S. Poplar Ave.,Chicago,60608,,,,
Walgreens,5414 S ARCHER AVE,Chicago,60638,,,,
4th Ward - Oak Shores Community Center,3825 S. Vincennes Ave.,Chicago,60653,,,,
Walgreens,8636 S ASHLAND AVE,Chicago,60620,,,,
Walgreens,3798 S WESTERN AVE,CHICAGO,60609,,,,
MinuteClinic Inside CVS/pharmacy Store # 02798,3951 WEST 103RD STREET,CHICAGO,60655,,,,
Walgreens,315 W CHICAGO AVE,Chicago,60654,,,,
18th Ward Office,8359 S. Pulaski Rd.,Chicago,60652,,,,
Walgreens,7111 S WESTERN AVE,CHICAGO,60636,,,,
Walgreens,5650 W BELMONT AVE,CHICAGO,60634,,,,
CVS/pharmacy,4800 NORTH DAMEN AVENUE,CHICAGO,60625,,,,
Walgreens,650 W 63RD ST,CHICAGO,60621,,,,
5th Ward Office,2325 E. 71st St.,Chicago,60649,,,,
Walgreens,7544 S STONY ISLAND AVE,Chicago,60649,,,,
17th Ward Office,7811 S RACINE AVE,CHICAGO,60620,,,,
CVS/pharmacy,745 WEST 103 ROAD STREET,CHICAGO,60628,,,,
Walgreens,5625 N RIDGE AVE,CHICAGO,60660,,,,
CVS/pharmacy,1930 WEST 103RD STREET,Chicago,60643,,,,
Walgreens,3320 W FULLERTON AVE,CHICAGO,60647,,,,
Walgreens,3220 W 111TH ST,Chicago,60655,,,,
City Hall,121 N. LaSalle St.,Chicago,60602,,,,
Walgreens,191 N CLARK ST,CHICAGO,60601,,,,
Walgreens,2744 N CALIFORNIA AVE,CHICAGO,60647,,,,
Walgreens,4745 W BELMONT AVE,CHICAGO,60641,,,,
Walgreens,3045 W 26TH ST,Chicago,60623,,,,
CVS/pharmacy,2722 NORTH CENTRAL AVENUE,CHICAGO,60639,,,,
26th Ward-Humboldt Park,1440 N. Humboldt Dr.,Chicago,60622,,,,
Walgreens,1627 N PULASKI RD,Chicago,60639,,,,
Walgreens,4748 W NORTH AVE,Chicago,60639,,,,
Walgreens,11833 S WESTERN AVE,CHICAGO,60643,,,,
Lower West WIC,1643 W CERMAK RD,CHICAGO,60608,,,,
CVS/pharmacy,6200 WEST HIGGINS AVENUE,Chicago,60630,,,,
Walgreens,3401 W ROOSEVELT RD,CHICAGO,60624,,,,
Walgreens,3798 S WESTERN AVE,CHICAGO,60609,,,,
Walgreens,1627 N PULASKI RD,CHICAGO,60639,,,,
48th Ward Office,5533 N. Broadway St.,Chicago,60640,,,,
Walgreens,4817 W FULLERTON AVE,CHICAGO,60639,,,,
15th Ward Office,3045 W 63RD ST,CHICAGO,60629,,,,
35th Ward-Nixon Elementary,2121 N. Keeler Ave.,Chicago,60639,,,,
CVS/pharmacy,2418 WEST DIVISION STREET,CHICAGO,60622,,,,
Walgreens,2301 W IRVING PARK RD,CHICAGO,60618,,,,
Noblest Islamic Community,8030 S. Kedzie Ave.,Chicago,60652,,,,
Walgreens,5222 W MADISON ST,CHICAGO,60644,,,,
CVS/pharmacy,205 NORTH COLUMBUS DRIVE,CHICAGO,60601,,,,
CVS/pharmacy,8712 SOUTH STONY ISLAND AVENUE,Chicago,60619,,,,
CVS/pharmacy,1200 NORTH ASHLAND AVENUE,Chicago,60622,,,,
Walgreens,1372 N MILWAUKEE AVE,Chicago,60622,,,,
Walgreens,2340 W MADISON ST,CHICAGO,60612,,,,
Walgreens,79 W MONROE ST,Chicago,60603,,,,
23rd Ward - Chicago Public Library West Lawn Branch,4020 W. 63rd St.,Chicago,60629,,,,
Walgreens,316 W CERMAK RD,Chicago,60616,,,,
28th Ward Office,2602 W. 16th St.,Chicago,60608,,,,
49th Ward Office,7356 N. Greenview Ave.,Chicago,60626,,,,
Walgreens,3153 W IRVING PARK RD,Chicago,60618,,,,
Walgreens,3646 N BROADWAY ST,CHICAGO,60613,,,,
Walgreens,122 S. MICHIGAN AVE,CHICAGO,60603,,,,
Walgreens,3153 W IRVING PARK RD,CHICAGO,60618,,,,
CVS/pharmacy,6150 NORTH BROADWAY,CHICAGO,60660,,,,
1st Ward Office,2740 W. North Ave.,Chicago,60647,,,,
40th Ward Office,5620 N. Western Ave.,Chicago,60659,,,,
Walgreens,3153 W IRVING PARK RD,CHICAGO,60618,,,,
City Hall-11th Floor Lobby,121 N. LaSalle St.,Chicago,60602,,,,
23rd Ward-St. Daniel Church,5330 S. Nashville,Chicago,60638,,,,
CVS/pharmacy,9142 SOUTH CHICAGO AVENUE,Chicago,60617,,,,
CVS/pharmacy,175 WEST JACKSON BOULEVARD,CHICAGO,60604,,,,
CVS/pharmacy,1211 WEST ROOSEVELT ROAD,CHICAGO,60608,,,,
Walgreens,7109 S JEFFERY BLVD,CHICAGO,60649,,,,
Walgreens,410 N. MICHIGAN,CHICAGO,60611,,,,
Walgreens,6330 S KING DR,Chicago,60637,,,,
CVS/pharmacy,8444 SOUTH PULASKI ROAD,CHICAGO,60652,,,,
Walgreens,2817 N CLARK ST,Chicago,60657,,,,
Walgreens,2340 W MADISON ST,Chicago,60612,,,,
CVS/pharmacy,208 WEST WASHINGTON,CHICAGO,60606,,,,
Walgreens,3646 N BROADWAY ST,Chicago,60613,,,,
Walgreens,2301 W IRVING PARK RD,CHICAGO,60618,,,,
CVS/pharmacy,1930 WEST 103RD STREET,Chicago,60643,,,,
34th Ward Office,507 W 111TH ST,CHICAGO,60628,,,,
Walgreens,5935 W ADDISON ST,Chicago,60634,,,,
Walgreens,2015 E 79TH ST,CHICAGO,60649,,,,
Walgreens,3798 S WESTERN AVE,Chicago,60609,,,,
CVS/pharmacy,120 SOUTH LASALLE STREET,CHICAGO,60603,,,,
Chicago Police Department - 25th District,5555 W. Grand Ave.,Chicago,60639,,,,
CVS/pharmacy,4540 NORTH PULASKI ROAD,CHICAGO,60630,,,,
Jewel-Osco 3187,11730 S. Marshfield Ave.,Chicago,60643,,,,
Walgreens,5147 S ASHLAND AVE,CHICAGO,60609,,,,
CVS/pharmacy,2545 MARTIN LUTHER KING,Chicago,60606,,,,
Walgreens,11 E 75TH ST,CHICAGO,60619,,,,
CVS/pharmacy,"344 WEST HUBBARD STREET, CORNER OF ORLEANS",CHICAGO,60654,,,,
Walgreens,"251 E HURON STREET, SUITE 2B114",Chicago,60611,,,,
Walgreens,1001 W BELMONT AVE,CHICAGO,60657,,,,
13th Ward-West Lawn Park,4233 W. 65th St.,Chicago,60629,,,,
Walgreens,4817 W FULLERTON AVE,CHICAGO,60639,,,,
CVS/pharmacy,6510 NORTH SHERIDAN ROAD,CHICAGO,60626,,,,
27th Ward Office,4 N. Western Ave.,Chicago,60612,,,,
36th Ward Office,6934 W. Diversey Ave.,Chicago,60707,,,,
Walgreens,680 N LAKE SHORE DR,CHICAGO,60611,,,,
CVS/pharmacy,8712 SOUTH STONY ISLAND AVENUE,CHICAGO,60619,,,,
Walgreens,3405 S KING DR,Chicago,60616,,,,
CVS/pharmacy,401 WEST ARMITAGE AVENUE,Chicago,60614,,,,
Jewel-Osco 3302,3644 South Archer Ave,Chicago,60609,,,,
Walgreens,316 W CERMAK RD,CHICAGO,60616,,,,
Walgreens,5600 W FULLERTON AVE,CHICAGO,60639,,,,
Walgreens,30 N MICHIGAN AVE,CHICAGO,60602,,,,
